"filename", "language", "TypeScript", "Svelte", "comment", "blank", "total"
"/Users/phylliphall/Documents/Programs/esp/src/routes/dev/+layout.svelte", "Svelte", 0, -1, 0, -1, -2
"/Users/phylliphall/Documents/Programs/esp/src/routes/dev/+page.svelte", "Svelte", 0, -3, 0, -2, -5
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/+layout.server.ts", "TypeScript", -5, 0, -1, -2, -8
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/+layout.svelte", "Svelte", 0, -77, 0, -11, -88
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/+page.server.ts", "TypeScript", -3, 0, -2, -1, -6
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/+page.svelte", "Svelte", 0, -3, 0, -1, -4
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/Quote.svelte", "Svelte", 0, -36, 0, -5, -41
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/User.svelte", "Svelte", 0, -11, 0, -2, -13
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/UserCM.svelte", "Svelte", 0, -20, -3, -2, -25
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/account/+page.server.ts", "TypeScript", -2, 0, -4, -1, -7
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/account/+page.svelte", "Svelte", 0, -1, 0, -1, -2
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/app/+page.svelte", "Svelte", 0, -3, 0, -1, -4
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/activities/+page.svelte", "Svelte", 0, -6, 0, -2, -8
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/application/+page.server.ts", "TypeScript", -14, 0, 0, -3, -17
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/application/+page.svelte", "Svelte", 0, -57, -24, -11, -92
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/application/+server.ts", "TypeScript", -18, 0, 0, -4, -22
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/docs/+server.ts", "TypeScript", -9, 0, -27, -7, -43
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/docs/ElgDocRec.svelte", "Svelte", 0, -82, -6, -16, -104
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/docs/ElgDocsList.svelte", "Svelte", 0, -84, 0, -14, -98
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/example/+page.server.ts", "TypeScript", -3, 0, 0, -1, -4
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/example/+page.svelte", "Svelte", 0, -7, -9, -5, -21
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/example/+server.ts", "TypeScript", -6, 0, 0, -3, -9
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/goals/+page.svelte", "Svelte", 0, -7, 0, -2, -9
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/messages/+page.svelte", "Svelte", 0, -6, 0, -2, -8
"/Users/phylliphall/Documents/Programs/esp/src/routes/home/cm/quotes/+page.svelte", "Svelte", 0, -6, 0, -2, -8
"/Users/phylliphall/Documents/Programs/esp/src/routes/legalDisclosure/+page.server.ts", "TypeScript", -3, 0, -2, -1, -6
"/Users/phylliphall/Documents/Programs/esp/src/routes/legalDisclosure/+page.svelte", "Svelte", 0, -60, 0, -9, -69
"Total", "-", 36804, 2818, 626, 1680, 41928
